case         ; tech              ; techapp.score ; techapp.profile 
Katarniya    ; double.pit           ;    0.97046 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.79318 ,  Vehicular.access  = 0.9424 ,  Soil.type/hydraulic.conductivity = 0.975 ,  Groundwater.depth = 0.9745 ,  Excavation = 1 ,  Population.density  = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.9535 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Odor = NA ,  Surface.area.onsite = 1 
Katarniya    ; composting.chamber   ;    0.88675 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.79718 ,  Vehicular.access  = 0.94514 ,  Population.density  = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.9565 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Cleansing.method = 0.328 ,  Odor = NA ,  Surface.area.onsite = 1 
Katarniya    ; vermi.composter      ;    0.87925 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.71944 ,  Vehicular.access  = 0.93781 ,  Population.density  = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.9465 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Cleansing.method = 0.3343 ,  Odor = NA ,  Surface.area.onsite = 1 
Katarniya    ; septic.tank          ;    0.98954 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.95574 ,  Vehicular.access  = 0.93197 ,  Population.density  = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Odor = NA ,  Surface.area.onsite = 1 
Katarniya    ; motorized.transport.urine ;    0.73192 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Vehicular.access  = 0.842 ,  Slope = 1 ,  O&M.skills = 1 ,  Management = 0.157 ,  Spare.parts.supply = 0.8512 
Katarniya    ; humanpowered.transport.urine ;    0.99989 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Vehicular.access  = 0.9992 ,  Slope = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 
Katarniya    ; motorized.transport  ;    0.73025 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Vehicular.access  = 0.862 ,  Slope = 1 ,  O&M.skills = 1 ,  Management = 0.1505 ,  Spare.parts.supply = 0.8536 
Katarniya    ; humanpowered.transport ;    0.99984 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Vehicular.access  = 0.99888 ,  Slope = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 
Katarniya    ; conventional.sewer   ;    0.53734 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Flooding = 0.0080595 ,  Vehicular.access  = 0.89396 ,  Slope = 0.96713 ,  Groundwater.depth = 0.99666 ,  Excavation = 1 ,  Construction.skills  = 0.47405 ,  Design.skills  = 0.82389 ,  O&M.skills = 0.64251 ,  Management = 0.096 ,  Pipe.supply = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Odor = NA 
Katarniya    ; solidsfree.sewer     ;    0.65363 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Flooding = 0.0082338 ,  Vehicular.access  = 0.94253 ,  Slope = 0.99525 ,  Groundwater.depth = 1 ,  Excavation = 1 ,  Population.density  = 1 ,  Construction.skills  = 0.49254 ,  Design.skills  = 0.81992 ,  O&M.skills = 0.91643 ,  Management = 0.594 ,  Pipe.supply = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Odor = NA 
Katarniya    ; urine.bank           ;    0.99232 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.986 ,  Vehicular.access  = 0.93173 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; struvite.production  ;    0.96923 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.86705 ,  Vehicular.access  = 0.93618 ,  Construction.skills  = 0.91238 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.9575 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; drying.bed           ;    0.52408 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.91238 ,  Flooding = 0.0082429 ,  Vehicular.access  = 0.94549 ,  Slope = 0.0955 ,  Groundwater.depth = 1 ,  Excavation = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.091 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; sedimentation.pond   ;     0.4635 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.986 ,  Flooding = 0.0082346 ,  Vehicular.access  = 0.94096 ,  Slope = 0.049703 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.12 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; abr                  ;    0.65067 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.87333 ,  Flooding = 0.0082129 ,  Vehicular.access  = 0.93571 ,  Slope = 1 ,  Construction.skills  = 0.92052 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.6065 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; sbr                  ;    0.54789 ; Energy.supply = 0.9205 ,  power.supply.disruption = NA ,  Frequency.of.O&M = 1 ,  Temperature.range = 0.97171 ,  Flooding = 0.0083094 ,  Vehicular.access  = 0.93484 ,  Slope = 1 ,  Construction.skills  = 0.50696 ,  Design.skills  = 0.83256 ,  O&M.skills = 1 ,  Management = 0.093 ,  Concrete.supply = 1 ,  Spare.parts.supply = 0.8054 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; activated.sludge     ;    0.58691 ; Energy.supply = 0.91794 ,  power.supply.disruption = NA ,  Frequency.of.O&M = 1 ,  Temperature.range = 0.96838 ,  Flooding = 0.0084308 ,  Vehicular.access  = 0.93345 ,  Slope = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.101 ,  Concrete.supply = 1 ,  Spare.parts.supply = 0.8145 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; cocomposting         ;    0.55997 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.79041 ,  Flooding = 0.0083298 ,  Vehicular.access  = 0.94973 ,  Slope = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.152 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; biogas.reactor       ;    0.93308 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.55843 ,  Vehicular.access  = 0.94205 ,  Slope = 1 ,  Construction.skills  = 0.91823 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 0.8413 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.onsite = 1 ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; wsp                  ;    0.58764 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.93152 ,  Flooding = 0.0083567 ,  Vehicular.access  = 0.93976 ,  Slope = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 0.98354 ,  Management = 0.1385 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; constructedwetland   ;    0.67713 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.90534 ,  Flooding = 0.0082318 ,  Vehicular.access  = 0.94046 ,  Slope = 0.99805 ,  Groundwater.depth = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.609 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; application.urine    ;    0.98363 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.862 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; application.struvite ;    0.98422 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.86666 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; application.faeces   ;    0.98139 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.88566 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.9535 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; application.compost  ;    0.97947 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.87155 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.952 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; application.sludge   ;    0.98217 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.85051 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; biogas.combustion    ;    0.98649 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Construction.skills  = 0.92291 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 0.9457 ,  Surface.area = NA ,  User.awareness.requirements(misuse) = NA ,  Surface.area.onsite = 1 ,  population.change.rate = 1 
Katarniya    ; leach.field          ;     0.9509 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Slope = 1 ,  Soil.type/hydraulic.conductivity = 0.561 ,  Groundwater.depth = 1 ,  Excavation = 1 ,  Construction.skills  = 0.91723 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.943 ,  Pipe.supply = 1 ,  Concrete.supply = 1 ,  Spare.parts.supply = 0.9685 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 ,  population.change.rate = 1 
Katarniya    ; soak.pit             ;    0.67421 ; Frequency.of.O&M = 1 ,  Temperature.range = 1 ,  Flooding = 0.0080066 ,  Slope = 1 ,  Soil.type/hydraulic.conductivity = 0.559 ,  Groundwater.depth = 1 ,  Excavation = 1 ,  Construction.skills  = 1 ,  Design.skills  = 1 ,  O&M.skills = 1 ,  Management = 0.896 ,  Concrete.supply = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Potential.to.accommodate.for.changing.water.volumes = NA ,  Potential.to.accommodate.for.changing.pollution.load = NA ,  Odor = NA ,  Surface.area.offsite = 1 
Katarniya    ; irrigation           ;    0.97811 ; Frequency.of.O&M = 1 ,  Temperature.range = 0.99362 ,  Slope = 1 ,  Design.skills  = 0.83045 ,  O&M.skills = 1 ,  Management = 1 ,  Spare.parts.supply = 1 ,  Surface.area = NA ,  Odor = NA ,  Surface.area.onsite = 0.993 ,  population.change.rate = 1 
